Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Target,Actual,Churn_Probability,Prediction,Recommendation
9462-MJUAW,Male,60,No,0,Berkeley,94708,37.897743,-122.263124,0,4,,Yes,30.44,Yes,Yes,Cable,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.4,206.6,0.0,0,121.76,328.36,Churned,Competitor,Competitor had better devices,1,1,0.3886365352016602,0,No Action Needed
4183-MYFRB,Female,30,No,0,Los Angeles,90021,34.029043,-118.239504,0,21,Offer D,Yes,6.49,No,Yes,Fiber Optic,73.0,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,1862.9,0.0,30,136.29,2029.19,Stayed,,,0,0,0.500385137486289,1,Offer Loyalty Reward
9586-JGQKH,Female,61,Yes,0,Cathedral City,92234,33.829583,-116.474131,8,64,Offer B,Yes,49.26,Yes,Yes,Fiber Optic,18.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.4,6794.75,32.24,0,3152.64,9915.15,Stayed,,,0,0,0.17305862125239332,0,No Action Needed
6103-LIANB,Male,49,Yes,1,Westminster,92683,33.752591,-117.993661,3,59,,Yes,41.09,Yes,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.5,5861.75,0.0,0,2424.31,8286.06,Stayed,,,0,0,0.03156745910841605,0,No Action Needed
4990-ALDGW,Male,37,No,0,Los Angeles,90033,34.050198,-118.210946,0,57,,Yes,38.73,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.75,1118.8,0.0,0,2207.61,3326.41,Stayed,,,0,0,0.005231043923745634,0,No Action Needed
9776-OJUZI,Female,69,No,0,Lost Hills,93249,35.637715,-119.893068,0,65,,Yes,32.41,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.45,6223.3,0.0,0,2106.65,8329.95,Stayed,,,0,0,0.14320132178104583,0,No Action Needed
5386-THSLQ,Female,65,Yes,0,Santa Monica,90402,34.035849,-118.503508,0,66,Offer A,No,,,Yes,Cable,9.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,45.55,3027.25,0.0,0,0.0,3027.25,Stayed,,,0,0,0.16025016574642606,0,No Action Needed
3745-HRPHI,Male,49,Yes,3,Yuba City,95993,39.075694,-121.70606,0,66,,No,,,Yes,DSL,28.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.65,3632.0,46.75,0,0.0,3585.25,Stayed,,,0,0,0.04299858902163346,0,No Action Needed
2740-TVLFN,Male,42,No,0,Manteca,95337,37.750822,-121.238423,0,1,Offer E,Yes,39.87,Yes,Yes,DSL,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,50.15,0.0,0,39.87,90.02,Joined,,,0,0,0.5454704371133847,1,Offer Loyalty Reward
4359-INNWN,Female,63,No,0,Dunsmuir,96025,41.212695,-122.392067,0,17,Offer D,Yes,3.84,No,No,,,,,,,,,,,One Year,No,Credit Card,20.05,337.9,43.68,0,65.28,359.5,Stayed,,,0,0,0.11098688163099926,0,No Action Needed
8778-LMWTJ,Female,28,No,0,River Pines,95675,38.545775,-120.743325,0,9,,Yes,13.05,No,Yes,Fiber Optic,73.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,708.2,0.0,0,117.45,825.65,Stayed,,,0,0,0.5228787683252459,1,Offer Loyalty Reward
5232-NXPAY,Female,33,No,0,Hilmar,95324,37.394536,-120.890747,0,47,Offer B,Yes,3.47,No,Yes,DSL,12.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,74.45,3510.3,0.0,0,163.09,3673.39,Stayed,,,0,0,0.07391676133007292,0,No Action Needed
6900-RBKER,Male,32,No,0,San Jose,95120,37.186141,-121.843554,0,52,Offer B,Yes,15.1,Yes,Yes,Fiber Optic,17.0,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.45,4577.75,18.89,0,785.2,5344.06,Stayed,,,0,0,0.11295461863931035,0,No Action Needed
1640-PLFMP,Female,20,No,0,Los Angeles,90026,34.078991,-118.263804,0,1,,Yes,10.05,No,Yes,Fiber Optic,51.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.25,70.25,0.0,10,10.05,90.3,Joined,,,0,0,0.7277784196942686,1,Provide Premium Tech Support
7881-EVUAD,Female,49,No,0,Oroville,95966,39.473896,-121.415927,0,2,Offer E,No,,,Yes,DSL,21.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,72.4,0.0,0,0.0,72.4,Churned,Competitor,Competitor offered more data,1,1,0.7020064009961524,1,Provide Premium Tech Support
3402-XRIUO,Female,73,Yes,0,Glendale,91201,34.17051,-118.289463,5,22,Offer D,Yes,17.22,Yes,Yes,DSL,25.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,63.55,1381.8,0.0,0,378.84,1760.64,Stayed,,,0,0,0.048964839038184535,0,No Action Needed
8007-YYPWD,Female,52,No,0,Homeland,92548,33.761894,-117.120868,0,15,,Yes,40.97,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,25.05,369.1,0.0,0,614.55,983.65,Stayed,,,0,0,0.05686208588405472,0,No Action Needed
3500-RMZLT,Female,76,No,0,Fresno,93702,36.739385,-119.753649,0,15,,Yes,19.11,No,Yes,Fiber Optic,8.0,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,96.3,1426.75,0.0,150,286.65,1863.4,Churned,Attitude,Attitude of support person,1,1,0.6289128407042328,1,Provide Premium Tech Support
6719-FGEDO,Female,27,Yes,0,Whittier,90606,33.976678,-118.065875,1,72,Offer A,Yes,38.79,Yes,Yes,Fiber Optic,42.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.0,7104.2,0.0,0,2792.88,9897.08,Stayed,,,0,0,0.12048437069008115,0,No Action Needed
0107-YHINA,Male,59,No,0,Los Angeles,90062,34.003553,-118.308933,0,1,,Yes,40.71,Yes,Yes,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.75,99.75,0.0,0,40.71,140.46,Churned,Competitor,Competitor had better devices,1,1,0.8594279425508006,1,Offer 20% Discount
2878-RMWXY,Male,75,Yes,0,Temecula,92590,33.475493,-117.219551,5,72,,Yes,28.5,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,102.65,7550.3,0.0,0,2052.0,9602.3,Stayed,,,0,0,0.03461796353842156,0,No Action Needed
0930-EHUZA,Female,33,No,0,Calpine,96124,39.672813,-120.456699,0,36,,Yes,44.87,No,Yes,Cable,8.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,76.35,2606.35,0.0,0,1615.32,4221.67,Stayed,,,0,0,0.14826183595627937,0,No Action Needed
3317-VLGQT,Female,50,Yes,0,Wallace,95254,38.192608,-120.957842,7,14,,Yes,4.45,No,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.1,1122.4,0.0,0,62.3,1184.7,Stayed,,,0,0,0.3020286666327253,0,No Action Needed
9659-QEQSY,Female,26,No,0,Los Angeles,90018,34.028735,-118.317236,0,45,,Yes,33.73,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.65,5125.5,0.0,0,1517.85,6643.35,Stayed,,,0,0,0.36319453078340075,0,No Action Needed
7020-OZKXZ,Female,65,No,0,Vista,92084,33.22784,-117.200024,0,9,,Yes,24.96,No,Yes,Fiber Optic,9.0,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,75.5,637.4,0.0,0,224.64,862.04,Stayed,,,0,0,0.22971532504279427,0,No Action Needed
1265-HVPZB,Male,49,Yes,0,Winnetka,91306,34.209532,-118.577563,3,59,,Yes,16.06,No,Yes,DSL,4.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,66.4,3958.2,0.0,0,947.54,4905.74,Stayed,,,0,0,0.06969193696545649,0,No Action Needed
5318-YKDPV,Male,62,Yes,0,Raymond,93653,37.252057,-119.95783,1,43,,Yes,41.08,No,Yes,DSL,18.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.15,3566.6,0.0,0,1766.44,5333.04,Stayed,,,0,0,0.07835741722118755,0,No Action Needed
0203-HHYIJ,Male,62,No,0,Atherton,94027,37.454924,-122.203168,0,25,Offer C,Yes,5.57,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,25.3,676.35,0.0,0,139.25,815.6,Churned,Price,Long distance charges,1,1,0.06770727089254938,0,No Action Needed
6322-HRPFA,Male,42,Yes,2,Los Angeles,90026,34.078991,-118.263804,3,49,Offer B,Yes,5.29,No,Yes,Cable,30.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,59.6,2970.3,0.0,0,259.21,3229.51,Stayed,,,0,0,0.03499500757705092,0,No Action Needed
6304-IJFSQ,Male,63,No,0,Calipatria,92233,33.143826,-115.497485,0,3,,Yes,46.57,No,Yes,Cable,16.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.9,130.1,0.0,0,139.71,269.81,Churned,Other,Moved,1,1,0.49735401147268504,0,Offer Loyalty Reward
4800-VHZKI,Female,59,No,0,San Diego,92122,32.85723,-117.209774,0,1,Offer E,Yes,36.63,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.9,19.9,0.0,0,36.63,56.53,Churned,Competitor,Competitor made better offer,1,1,0.3521353742429965,0,No Action Needed
4145-UQXUQ,Female,71,No,0,Berkeley,94710,37.872902,-122.303708,0,8,Offer E,Yes,42.93,No,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.1,729.95,0.0,0,343.44,1073.39,Churned,Competitor,Competitor had better devices,1,1,0.6937833089086358,1,Provide Premium Tech Support
5599-HVLTW,Female,73,No,0,Oakland,94609,37.834341,-122.26437,0,14,,Yes,7.34,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.35,1058.1,32.71,0,102.76,1128.15,Stayed,,,0,0,0.24683233172225122,0,No Action Needed
6942-LBFDP,Female,30,No,0,Bakersfield,93308,35.559617,-118.925185,0,2,,Yes,16.7,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.55,33.6,0.0,0,33.4,67.0,Joined,,,0,0,0.3000745056535569,0,No Action Needed
5229-PRWKT,Male,47,No,0,Lompoc,93437,34.757477,-120.550507,0,8,Offer E,Yes,24.76,Yes,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,0.0,0,198.08,847.73,Churned,Attitude,Attitude of service provider,1,1,0.692326766595492,1,Provide Premium Tech Support
0402-OAMEN,Female,36,Yes,1,Spreckels,93962,36.624641,-121.647195,4,72,Offer A,Yes,20.56,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,24.45,1709.1,0.0,0,1480.32,3189.42,Stayed,,,0,0,0.00010459908117057552,0,No Action Needed
6950-TWMYB,Male,31,Yes,8,Santa Monica,90404,34.026334,-118.474222,2,54,Offer B,Yes,46.7,No,Yes,Fiber Optic,75.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.95,4362.05,0.0,0,2521.8,6883.85,Stayed,,,0,0,0.04677085781613778,0,No Action Needed
9800-OUIGR,Male,61,Yes,1,Oakland,94607,37.80707,-122.297401,4,66,,Yes,7.83,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.0,1374.2,0.0,0,516.78,1890.98,Stayed,,,0,0,0.005711357974764564,0,No Action Needed
0307-BCOPK,Female,62,No,0,San Francisco,94134,37.721052,-122.413573,0,16,Offer D,Yes,41.51,No,No,,,,,,,,,,,One Year,No,Credit Card,19.05,326.65,0.0,0,664.16,990.81,Stayed,,,0,0,0.05613921727600139,0,No Action Needed
8845-LWKGE,Female,56,Yes,1,El Dorado,95623,38.63153,-120.842609,4,30,Offer C,Yes,36.74,No,Yes,Cable,18.0,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.5,1985.15,0.0,0,1102.2,3087.35,Stayed,,,0,0,0.035747790356280486,0,No Action Needed
4806-DXQCE,Female,77,Yes,0,Santa Monica,90404,34.026334,-118.474222,7,70,,Yes,35.39,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.65,7714.65,24.36,0,2477.3,10167.59,Stayed,,,0,0,0.04240135715107505,0,No Action Needed
2639-UGMAZ,Male,73,No,0,Artesia,90701,33.867593,-118.080637,0,71,Offer A,No,,,Yes,DSL,20.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.45,3985.35,0.0,0,0.0,3985.35,Stayed,,,0,0,0.21702179872524657,0,No Action Needed
4614-NUVZD,Female,53,No,0,Anaheim,92807,33.848733,-117.788357,0,1,,Yes,22.86,No,Yes,Fiber Optic,24.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,81.1,0.0,0,22.86,103.96,Churned,Competitor,Competitor offered more data,1,1,0.8495465368971974,1,Offer 20% Discount
2236-HILPA,Male,55,Yes,2,Hayward,94544,37.639215,-122.037554,9,62,Offer B,Yes,11.15,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.65,1218.45,0.0,0,691.3,1909.75,Stayed,,,0,0,0.0006947280148946482,0,No Action Needed
6353-BRMMA,Female,62,Yes,3,Angwin,94508,38.542448,-122.419923,3,54,Offer B,Yes,42.35,Yes,Yes,Fiber Optic,76.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.1,5645.8,0.0,0,2286.9,7932.7,Stayed,,,0,0,0.07700735121820618,0,No Action Needed
6664-FPDAC,Female,77,No,0,San Diego,92115,32.762506,-117.07245,0,56,Offer B,Yes,19.46,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,6418.9,0.0,0,1089.76,7508.66,Churned,Attitude,Attitude of service provider,1,1,0.28525937216813335,0,No Action Needed
4710-NKCAW,Male,42,Yes,2,El Cajon,92019,32.785165,-116.862648,7,5,,Yes,17.37,Yes,Yes,DSL,15.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,64.4,316.9,0.0,0,86.85,403.75,Stayed,,,0,0,0.14309575380760473,0,No Action Needed
4342-HFXWS,Female,19,Yes,1,Santa Monica,90401,34.015481,-118.493231,6,48,Offer B,Yes,44.66,No,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.7,3023.65,0.0,0,2143.68,5167.33,Stayed,,,0,0,0.01874097636018654,0,No Action Needed
3063-QFSZL,Female,37,No,0,San Jose,95135,37.28682,-121.723877,0,1,Offer E,Yes,13.01,No,Yes,Cable,4.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4,55.4,0.0,0,13.01,68.41,Churned,Competitor,Competitor had better devices,1,1,0.7166671382742222,1,Provide Premium Tech Support
9470-RTWDV,Male,51,Yes,3,Tustin,92782,33.738543,-117.785046,2,26,Offer C,Yes,36.71,Yes,Yes,DSL,57.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.0,2083.1,42.43,0,954.46,2995.13,Stayed,,,0,0,0.06960376616848442,0,No Action Needed
5515-AKOAJ,Female,38,No,0,Hawaiian Gardens,90716,33.830431,-118.074071,0,54,,Yes,41.83,Yes,Yes,Fiber Optic,9.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,0.0,0,2258.82,7699.72,Churned,Dissatisfaction,Service dissatisfaction,1,1,0.3261417574449857,0,No Action Needed
9489-UTFKA,Male,76,Yes,0,Travis Afb,94535,38.265899,-121.939461,9,8,Offer E,Yes,22.4,No,Yes,DSL,23.0,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,60.9,551.95,16.58,0,179.2,714.57,Stayed,,,0,0,0.15949440733309367,0,No Action Needed
5311-IHLEI,Male,45,No,0,Sebastopol,95472,38.398815,-122.861923,0,12,Offer D,No,,,Yes,DSL,9.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.95,605.75,0.0,0,0.0,605.75,Stayed,,,0,0,0.308778530293499,0,No Action Needed
5666-MBJPT,Male,22,No,0,Bakersfield,93304,35.339796,-119.023552,0,65,Offer B,Yes,20.43,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.1,1725.0,0.0,0,1327.95,3052.95,Stayed,,,0,0,0.059527525233427685,0,No Action Needed
1338-CECEE,Male,28,Yes,0,Mount Hermon,95041,37.051166,-122.056194,4,41,,Yes,13.58,Yes,Yes,DSL,51.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,68.5,2839.95,38.37,0,556.78,3358.36,Stayed,,,0,0,0.0995481298568809,0,No Action Needed
6635-MYYYZ,Female,59,No,0,Trinity Center,96091,41.081847,-122.700545,0,30,,Yes,43.01,No,Yes,Cable,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.35,2530.4,0.0,20,1290.3,3840.7,Churned,Competitor,Competitor made better offer,1,1,0.1849149595860593,0,No Action Needed
0224-NIJLP,Male,30,Yes,3,Turlock,95380,37.474396,-120.875917,1,8,Offer E,Yes,2.87,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.15,165.5,0.0,0,22.96,188.46,Stayed,,,0,0,0.05336570998948004,0,No Action Needed
5027-QPKTE,Male,39,Yes,0,Modesto,95350,37.671806,-121.007575,1,7,Offer E,Yes,14.75,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.35,451.1,0.0,10,103.25,564.35,Churned,Competitor,Competitor had better devices,1,1,0.6462645670548016,1,Provide Premium Tech Support
5989-AXPUC,Female,27,Yes,0,Garden Grove,92840,33.787165,-117.931889,1,68,Offer A,Yes,1.29,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,118.6,7990.05,38.57,0,87.72,8039.2,Stayed,,,0,0,0.179397496583477,0,No Action Needed
7426-WEIJX,Male,71,Yes,1,Olympic Valley,96146,39.191797,-120.212401,10,60,,Yes,18.23,Yes,Yes,Fiber Optic,11.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.95,4859.1,49.53,0,1093.8,5903.37,Stayed,,,0,0,0.054148005585480205,0,No Action Needed
5297-MDOIR,Female,20,Yes,0,Monterey Park,91754,34.050322,-118.147037,7,63,Offer B,Yes,34.51,No,Yes,Fiber Optic,46.0,Yes,No,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,81.15,5224.5,0.0,0,2174.13,7398.63,Stayed,,,0,0,0.04723351257506626,0,No Action Needed
7249-WBIYX,Male,63,Yes,0,Elmira,95625,38.349195,-121.902943,1,10,,Yes,30.1,Yes,Yes,Cable,29.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,813.85,0.0,0,301.0,1114.85,Churned,Competitor,Competitor offered more data,1,1,0.7132137201417291,1,Provide Premium Tech Support
5760-IFJOZ,Male,57,No,0,Richgrove,93261,35.809921,-119.127437,0,3,,Yes,47.5,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,107.95,313.6,0.0,0,142.5,456.1,Joined,,,0,0,0.7686106700624138,1,Provide Premium Tech Support
9258-CNWAC,Female,23,Yes,2,Long Beach,90813,33.781086,-118.199049,2,71,Offer A,Yes,4.32,Yes,Yes,Fiber Optic,41.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.65,8166.8,0.0,0,306.72,8473.52,Stayed,,,0,0,0.026177310309183063,0,No Action Needed
3199-XGZCY,Female,51,No,0,Granada Hills,91344,34.291273,-118.505104,0,8,,Yes,18.82,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.25,576.7,0.0,0,150.56,727.26,Stayed,,,0,0,0.6313641325822315,1,Provide Premium Tech Support
7695-PKLCZ,Female,32,No,0,Salinas,93908,36.624338,-121.615669,0,68,,Yes,48.41,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.5,1424.9,0.0,0,3291.88,4716.78,Stayed,,,0,0,0.010580441852364602,0,No Action Needed
4106-HADHQ,Male,42,Yes,0,Emigrant Gap,95715,39.23754,-120.720196,1,39,,Yes,35.7,No,Yes,DSL,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.0,3182.95,0.0,0,1392.3,4575.25,Churned,Other,Moved,1,1,0.15627375944660551,0,No Action Needed
7996-BPXHY,Female,44,Yes,3,San Francisco,94111,37.801776,-122.402293,5,13,,Yes,35.19,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.0,332.5,0.0,0,457.47,789.97,Stayed,,,0,0,0.026080727199653438,0,No Action Needed
9385-EHGDO,Female,37,Yes,1,Lakeside,92040,32.909873,-116.906774,5,35,,Yes,9.04,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,19.85,739.35,2.29,0,316.4,1053.46,Stayed,,,0,0,0.0003417434010048677,0,No Action Needed
9135-MGVPY,Male,41,Yes,0,Sanger,93657,36.819628,-119.440414,10,69,,Yes,48.37,No,Yes,DSL,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.7,5878.9,0.0,0,3337.53,9216.43,Stayed,,,0,0,0.017953439376817242,0,No Action Needed
5701-GUXDC,Female,24,Yes,0,El Centro,92243,32.770393,-115.60915,4,26,,No,,,Yes,DSL,51.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.4,978.6,0.0,0,0.0,978.6,Stayed,,,0,0,0.08365925124922576,0,No Action Needed
2773-MADBQ,Female,46,No,0,Long Beach,90804,33.783047,-118.1486,0,36,,No,,,Yes,Cable,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,0.0,0,0.0,1901.25,Stayed,,,0,0,0.04693073011157877,0,No Action Needed
7564-GHCVB,Female,27,Yes,0,San Simeon,93452,35.746484,-121.223355,5,72,Offer A,Yes,7.29,Yes,Yes,Fiber Optic,53.0,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,79.05,5730.7,0.0,80,524.88,6335.58,Stayed,,,0,0,0.08754141596473966,0,No Action Needed
0524-IAVZO,Female,25,Yes,0,Anza,92539,33.527605,-116.666551,1,30,Offer C,Yes,4.82,Yes,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2624.25,0.0,0,144.6,2768.85,Churned,Other,Don't know,1,1,0.6445959754125279,1,Provide Premium Tech Support
4693-VWVBO,Female,60,No,0,Valley Springs,95252,38.156971,-120.849231,0,3,,Yes,40.98,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.55,61.05,0.0,0,122.94,183.99,Joined,,,0,0,0.17378047391397286,0,No Action Needed
8565-CLBZW,Male,23,No,0,San Diego,92117,32.825086,-117.199424,0,24,,Yes,27.97,Yes,Yes,Fiber Optic,58.0,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0.0,0,671.28,2836.33,Churned,Competitor,Competitor made better offer,1,1,0.4567613276788254,0,Offer Loyalty Reward
6961-VCPMC,Male,71,Yes,0,North Palm Springs,92258,33.906496,-116.569499,1,46,Offer B,Yes,48.62,No,Yes,Fiber Optic,3.0,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.4,3605.2,0.0,20,2236.52,5861.72,Churned,Competitor,Competitor offered more data,1,1,0.5892543639209576,1,Offer Loyalty Reward
0422-OHQHQ,Female,23,Yes,0,Fresno,93722,36.78979,-119.929894,7,15,,Yes,34.63,No,No,,,,,,,,,,,One Year,No,Credit Card,20.55,295.95,0.0,0,519.45,815.4,Stayed,,,0,0,0.013118839837757378,0,No Action Needed
5640-CAXOA,Female,23,No,0,Auberry,93602,36.991762,-119.242874,0,30,,No,,,Yes,Cable,42.0,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,40.35,1187.05,0.0,0,0.0,1187.05,Stayed,,,0,0,0.16675221518878072,0,No Action Needed
7136-IHZJA,Female,30,Yes,2,Santa Fe Springs,90670,33.933565,-118.062611,4,40,,Yes,29.14,No,Yes,DSL,48.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,2847.2,0.0,0,1165.6,4012.8,Stayed,,,0,0,0.03382863029426035,0,No Action Needed
3696-XRIEN,Female,59,No,0,San Jose,95124,37.257063,-121.923037,0,50,Offer B,Yes,21.25,Yes,Yes,DSL,2.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.5,4179.1,21.35,0,1062.5,5220.25,Stayed,,,0,0,0.14602969125219808,0,No Action Needed
8999-BOHSE,Female,68,No,0,Gilroy,95020,37.03889,-121.528955,0,11,,Yes,3.96,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.7,1047.7,0.0,0,43.56,1091.26,Churned,Attitude,Attitude of support person,1,1,0.700715350964114,1,Provide Premium Tech Support
3537-RYBHH,Female,78,Yes,0,Northridge,91324,34.238208,-118.55029,1,47,,Yes,46.77,Yes,Yes,DSL,24.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,67.45,3252.0,0.0,0,2198.19,5450.19,Stayed,,,0,0,0.10662024727390831,0,No Action Needed
